"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2024-12-01","Bayou Heights Bier G",19.32,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-12-01","Costco Gas",36.35,"posted","Gas","Car & Transport",false,,"regular","Ultimate Rewards®","2558",,""
"2024-12-01","Interest Earned In November Interest Paid_interest",-47.59,"posted","",,true,,"income","Individual Cash Account","3967",,""
"2024-12-01","Dutch Bros Tx1602 Spri",7.52,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-12-01","Kirby Ice House",25.81,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-12-01","Whataburger",15.2,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-30","Discover E-payment",279.76,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-30","Interest Paid",-0.02,"posted","",,true,,"income","Online Savings","2884",,""
"2024-11-30","Interest Paid",-6.34,"posted","",,true,,"income","Certificate of Deposit","9862",,""
"2024-11-30","Blvd",22.52,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-30","Blvd",50.66,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-30","Malai Kitchen Uptown",25,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-29","Internet Payment - Thank You",-279.76,"posted","",,true,,"internal transfer","Discover it chrome Card","9880",,""
"2024-11-29","Cashback Bonus Redemption Pymt-stmt Crdt",-4.01,"posted","",,true,,"internal transfer","Discover it chrome Card","9880",,""
"2024-11-29","Pho Ben Hwy",21.27,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-29","Prizepicks",100,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-28","Hyundai Capital Direct Dep",-2190.61,"posted","",,true,,"income","Total Checking","8913",,""
"2024-11-27","Chick-fil-a",10.66,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-27","Snack* Feng Cha Sugarl",5.85,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-27","Bayou Heights Bie",34.48,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-27","Py *izakaya Ten",101.93,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-26","Zelle Payment To Millennialcuts Llc, Katy, Tx",67.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-26","Mfsusa Lease Pay Bill Pay",316.06,"posted","Car","Car & Transport",false,,"regular","Total Checking","8913",,"Mfsusa Lease Pay Bill Pay"
"2024-11-25","Amazon",-33.71,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-11-24","Costco Gas",38.06,"posted","Gas","Car & Transport",false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-24","Buc-ee's",15.12,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-24","Bar Louie - Park",16.19,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-24","Little Buddy",22.72,"posted","Car","Car & Transport",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-24","Til*tp 151 Coffee",7.22,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-23","Online Transfer To Chk",200,"posted","",,true,,"internal transfer","Chase Savings","2212",,""
"2024-11-23","Online Transfer From Sav",-200,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-23","P.f. Chang's China Bistro",64,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-23","Amc 0159 Northpark",22.7,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-22","Amc 9640 Online",15.68,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-22","Uber Eats",12.86,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-22","Airbnb",508.08,"posted","Travel & Vacation",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-21","Chick-fil-a",12.26,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-21","Walgreens",17.84,"posted","Healthcare",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-20","Panera Bread",14.59,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-19","Cris And John",19.49,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-19","Walgreens",18.99,"posted","Healthcare",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-19","Walgreens",27.04,"posted","Healthcare",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-18","Barclaycard Us Creditcard",4000,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-18","Contribution",-296,"posted","",,true,,"internal transfer","Hyundai Capital America Profit Sharing Retirement Plan","38294",,""
"2024-11-18","Starbucks",10,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-18","Pluckers Wing Bar",25.84,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-17","Uber",71.79,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-17","10083 Cava Legacy West",12.18,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2024-11-17","Green Light Social",31.52,"posted","Bars & Nightlife","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-17","Sp Trade Coffee",39.9,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-17","Py *bowen House",34.64,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-17","Qt 1907 Outside",15.01,"posted","Gas","Car & Transport",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-17","Payment Received",-4000,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2024-11-17","Green Light Social",47.29,"posted","Bars & Nightlife","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-16","Payment Thank You",-328.87,"posted","",,true,,"internal transfer","Ultimate Rewards®","7433",,""
"2024-11-16","Payment Thank You",-447.14,"posted","",,true,,"internal transfer","Ultimate Rewards®","2558",,""
"2024-11-16","Payment To Chase Card",447.14,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-16","Payment To Chase Card",328.87,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-16","Walgreens",38.4,"posted","Healthcare",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-16","Ringo's Pub",14.07,"posted","Bars & Nightlife","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-16","Blackfriar Pub Upt",28,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-16","Lyft",21.99,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-16","Chick-fil-a",12.37,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-16","Pepper Smash",16.67,"posted","Loans",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-15","Venmo",-70.24,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-11-15","Hyundai Capital Direct Dep",-2164.99,"posted","",,true,,"income","Total Checking","8913",,""
"2024-11-15","Capital One Online 3ykdwjxo38hyt7t",527.67,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-15","Wells Fargo Card Bppymt",1583.94,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-15","Capital One Online Pymt Authdate 14-n Ov",-527.67,"posted","",,true,,"internal transfer","Venture X","9827",,""
"2024-11-15","Lyft",22.99,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-15","Village Burger Ba",9.24,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-15","Village Burger Ba",15.81,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-15","Dutch Bros Tx3301 Addi",7.44,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-14","Buckedup.com",91.9,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-14","Bill Pay Payment",-1583.94,"posted","",,true,,"internal transfer","Bilt World Elite Mastercard�� ...1457","1457",,""
"2024-11-13","Market@work",5.33,"posted","Other",,false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-13","Coinbase Https:--www.f Ca",29.99,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-13","American",98.48,"posted","Travel & Vacation",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-12","Venmo",350.86,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-11-11","Costco",147.72,"posted","Groceries","Food & Drink",false,,"regular","Ultimate Rewards®","7433",,""
"2024-11-11","Ups",6.48,"posted","Other",,false,,"regular","Ultimate Rewards®","7433",,""
"2024-11-11","Zelle Payment From Lance Fontenot",-85.17,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-11","Zelle Payment From Dylan Patel Bacuklruu3al",-85.17,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-11","Zelle Payment From Shreya Datta",-85.17,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-11","Zelle Payment From Samuel Ferguson Nav0irgq9r9g",-169.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-11","Zelle Payment From Lance Fontenot",-170,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-11","Amazon Mktplace",-29.22,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-11-11","Amazon.com",-19.26,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-11-11","Amazon Mktplace",-64.94,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-11-11","Airbnb",460.02,"posted","Travel & Vacation",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-11","Red Lobster",30.01,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-11","Fliff, Inc",49.99,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-10","Domino's",27.01,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-10","Zelle Payment From Bharath Kaimal Bacgubg1srdt",-108.25,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-10","Gympass Us Llc",95.26,"posted","Gym",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-10","Turkish Cafe & Lo",20.52,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-10","Gympass Us Llc",108.24,"posted","Gym",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-09","Yard House",30.33,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-09","Fliff, Inc",49.99,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-09","Amc 0260 Stonebriar",16.22,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-08","In-n-out Addison",5.74,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-08","Zelle Payment From Shreya Datta",-169.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-08","Zelle Payment From Sofia A Pena",-169.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-08","Zelle Payment From Dylan Patel Bacvun8y87uy",-169.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-08","Capital One Mobile Pymt Authdate 08-n Ov",-246,"posted","",,true,,"internal transfer","Venture X","9827",,""
"2024-11-08","Microsoft Ultimate 1 M Redmond Wa Item Transferred From Prev Account",21.64,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-11-08","Airbnb",508.09,"posted","Travel & Vacation",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-08","Walmart",5.27,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-08","Minimum Charge",0.5,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-07","H-e-b Online",55.08,"posted","Groceries","Food & Drink",false,,"regular","Ultimate Rewards®","7433",,""
"2024-11-07","Cafe #65222 Houston G",3.52,"posted","Restaurants","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-11-07","Of",3.6,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2024-11-06","Reliant Energy",99.59,"posted","Utilities",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-06","Chick-fil-a",10.97,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-05","Wingstop",17.66,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-05","Market@work",2.03,"posted","Other",,false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-04","Paypal *hulu",29.22,"posted","Subscriptions",,false,,"regular","Venture X","9827",,""
"2024-11-04","Contribution",-301.82,"posted","",,true,,"internal transfer","Hyundai Capital America Profit Sharing Retirement Plan","38294",,""
"2024-11-04","Nyct Paygo",2.9,"posted","Gas","Car & Transport",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-04","Bps*bilt Rewards B",1595.65,"posted","Rent",,false,,"regular","Bilt World Elite Mastercard�� ...1457","1457",,""
"2024-11-03","Car Wash Usa Express",27,"posted","Car","Car & Transport",false,,"regular","Ultimate Rewards®","2558",,""
"2024-11-03","Atm Withdrawal",20,"posted","Vacation",,true,,"regular","Total Checking","8913",,""
"2024-11-03","Zelle Payment From Lance Fontenot",-115,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-03","Liberty Bagels Midtown",16.93,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Nyct Paygo",2.9,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Sharif Famous Halal Fo",20.38,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Joe S Pizza",16.5,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Uber",24.79,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Playwright 35th S",21.1,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Uber",68.98,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Curb Svc - Taxi App",64.81,"posted","",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-03","Liberty Bagels Midtown",5.03,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","Reda Fresh Halal Food",4.36,"posted","Vacation",,true,,"regular","Ultimate Rewards®","7433",,""
"2024-11-02","Nyct Paygo",2.9,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","Nyct Paygo",2.9,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","Pig & Khao",86.27,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","7-eleven",14.12,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","Nyct Paygo",2.9,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","Nyct Paygo",2.9,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-02","Magnolia Bakery",7.25,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","American Express Ach",193.22,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-11-01","Hyundai Capital Direct Dep",-2201.42,"posted","",,true,,"income","Total Checking","8913",,""
"2024-11-01","Amc 9640 Online",21.6,"posted","",,true,,"internal transfer","Venture X","9827",,""
"2024-11-01","Interest Earned In October Interest Paid_interest",-51.58,"posted","",,true,,"income","Individual Cash Account","3967",,""
"2024-11-01","Uber",11.86,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Jack Demsey's Bar",39,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Lobster Place",39.84,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Uber",34.04,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Makiamano Nbetween",5.44,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Hair Of The Dog",39.6,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Nyct Paygo",2.9,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","New York Kazunori Noma",34.02,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Takumi Taco Chelse",25.67,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Hair Of The Dog",50.4,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","The Bronx Brewery",23.18,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-11-01","Hy Attractions Manager",21.78,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-10-31","Walgreens",21.64,"posted","Other",,false,,"regular","Ultimate Rewards®","7433",,""
"2024-10-31","Allstate",13.33,"posted","Insurance",,false,,"regular","Total Checking","8913",,"Allstate"
"2024-10-31","Interest Paid",-0.02,"posted","",,true,,"income","Online Savings","2884",,""
"2024-10-31","Interest Paid",-6.53,"posted","",,true,,"income","Certificate of Deposit","9862",,""
"2024-10-31","7-eleven",33.53,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-10-31","Traditas Pizza",11.36,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-10-30","Costco Gas",35.86,"posted","Gas","Car & Transport",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-30","Discover E-payment",392.85,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-30","Halloweenweek@harborn",49.63,"posted","Vacation",,true,,"regular","AAdvantage Aviator","2347",,""
"2024-10-29","Chick-fil-a",10.49,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-29","Internet Payment - Thank You",-392.85,"posted","",,true,,"internal transfer","Discover it chrome Card","9880",,""
"2024-10-28","Late Fee",30,"posted","Other",,false,,"regular","Discover it chrome Card","9880",,""
"2024-10-28","Dfw Airport Prepaidprk",46,"posted","Travel & Vacation",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-27","Costco Gas",37.51,"posted","Gas","Car & Transport",false,,"regular","Ultimate Rewards®","7433",,""
"2024-10-27","Buc-ee's",2.7,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-27","Mcdonald's",6.38,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-26","Hui Lau Shan",9.9,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-26","Loro - Kirby",26.52,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-25","Amazon",41.08,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-10-25","Amazon Mktpl",94.16,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-10-24","Venmo",6.27,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-10-23","Payment Thank You-mobile",-116.05,"posted","",,true,,"internal transfer","Ultimate Rewards®","7433",,""
"2024-10-23","Payment Thank You-mobile",-802.5,"posted","",,true,,"internal transfer","Ultimate Rewards®","2558",,""
"2024-10-23","Payment To Chase Card",802.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-23","Zelle Payment From Medhini Padmaja Ramesh",-37,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-23","Zelle Payment From Aman M Patel",-49.35,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-23","Mfsusa Lease Pay Bill Pay",316.06,"posted","Car","Car & Transport",false,,"regular","Total Checking","8913",,""
"2024-10-23","Zelle Payment From Bharath Kaimal Bacbtq5hynex",-30,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-23","Payment To Chase Card",116.05,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-22","Late Fee",40,"posted","Other",,false,,"regular","Ultimate Rewards®","7433",,""
"2024-10-22","Late Fee",40,"posted","Other",,false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-21","Interest Charge:purchases",29.48,"posted","Other",,false,,"regular","Venture X","9827",,""
"2024-10-21","Contribution",-295.38,"posted","",,true,,"internal transfer","Hyundai Capital America Profit Sharing Retirement Plan","38294",,""
"2024-10-20","Mcdonald's",2.91,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-20","Dd *doordash Whataburg",37.89,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-20","Buc-ee's",31.89,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-19","Domino's",62.68,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-19","Total Wine And More",38.96,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-19","Specs",38.61,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-18","Hyundai Capital Direct Dep",-2161.08,"posted","",,true,,"income","Total Checking","8913",,""
"2024-10-18","Life Time Cafe",3.64,"posted","Restaurants","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-18","Uber Eats",34.9,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-18","Wabi House - Fris",29.98,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-18","Walmart",47.23,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-17","Market@workxxxxxxxxxxx",4.96,"posted","Groceries","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-17","Amazon.com",19.26,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2024-10-16","Fliff Inc Payment",-200,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-16","Happiest Hour Llc",30.31,"posted","Bars & Nightlife","Fun",false,,"regular","Venture X","9827",,""
"2024-10-15","Costco",203.29,"posted","Groceries","Food & Drink",false,,"regular","Ultimate Rewards®","7433",,""
"2024-10-15","Chick-fil-a",10.97,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-15","Barclaycard Us Creditcard",1717.59,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-15","Venmo",-121.56,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-10-15","Venmo",7.5,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-10-15","Venmo",7.5,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-10-14","Uber Eats",14.39,"posted","Groceries","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-14","Lyft",10.07,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-13","Green Light Social",32.11,"posted","Bars & Nightlife","Fun",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-13","Uber Eats",28.27,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-13","Payment Received",-1717.59,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2024-10-13","Uber",18.51,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-12","Zelle Payment To Aman Patel",7.5,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-12","Coinbase Https:--www.f Ca",29.99,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-12","Zelle Payment From Jeremy T Thompson-seyon",-64,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-12","Tareqs Hairstyles",56.8,"posted","Personal Care",,false,,"regular","Venture X","9827",,""
"2024-10-12","Ryanair     Wwy3nm",109.26,"posted","Travel & Vacation",,false,,"regular","Venture X","9827",,""
"2024-10-12","Eurowings   Ombqxn",82.15,"posted","Travel & Vacation",,false,,"regular","Venture X","9827",,""
"2024-10-12","Kroger",12.47,"posted","Groceries","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-12","Swissintern",34.24,"posted","Travel & Vacation",,false,,"regular","Venture X","9827",,""
"2024-10-12","Martigo",203.42,"posted","Travel & Vacation",,false,,"regular","Venture X","9827",,""
"2024-10-12","Specs",146.69,"posted","Other",,false,,"regular","Venture X","9827",,""
"2024-10-12","Happiest Hour Llc",434.17,"posted","Bars & Nightlife","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-12","Velvet Taco - Dal",43.15,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-11","Chick-fil-a",10.97,"posted","Restaurants","Food & Drink",false,,"regular","Ultimate Rewards®","2558",,""
"2024-10-11","Zelle Payment To Kushagr Bhatia",22.18,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-11","Market@workxxxxxxxxxxx",5.33,"posted","Groceries","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-11","Cafe #65222 Houston G",4.06,"posted","Restaurants","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-11","Chick-fil-a",10.49,"posted","Restaurants","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-10","Venmo",60,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-10-10","Venmo",-1091.14,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2024-10-10","Life Time Cafe",8.07,"posted","Restaurants","Food & Drink",false,,"regular","Venture X","9827",,""
"2024-10-10","Market@work",4.96,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-10","Gen - Frisco",35.51,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2024-10-09","Zelle Payment From Vishal Patel",-64.25,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-09","Take 5",100.75,"posted","Other",,false,,"regular","Venture X","9827",,""
"2024-10-09","Prizepicks",25,"posted","Other",,false,,"regular","Venture X","9827",,""
"2024-10-09","Happiest Hour",1000,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-09","Reliant Energy",19.24,"posted","Utilities",,false,,"regular","AAdvantage Aviator","2347",,""
"2024-10-08","Zelle Payment To Arjun Mukherjee Jpm99ap234cd",69.33,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2024-10-08","Costco Gas",39.61,"posted","Gas","Car & Transport",false,,"regular","Venture X","9827",,""
